Species	Woodiness	Original names
Notelaea ovata	not assigned	['Notelaea ovata']
Notelaea venosa	not assigned	['Notelaea venosa']
Nothaphoebe macrocarpa	not assigned	['Nothaphoebe macrocarpa']
Nothaphoebe umbelliflora	woody	['Alseodaphne umbelliflora', 'Nothaphoebe malabonga', 'Nothaphoebe umbelliflora']
Nothapodytes nimmoniana	not assigned	['Mappia foetida']
Nothocestrum breviflorum	woody	['Nothocestrum breviflorum', 'Nothocestrum brevifolia']
Nothocestrum latifolium	not assigned	['Nothocestrum latifolium']
Nothochelone nemorosa	not assigned	['Nothochelone nemorosa']
Nothocissus hypoglauca	woody	['Cissus hypoglauca']
Nothocissus penninervis	woody	['Cissus penninervis']
Nothocissus spicifera	woody	['Nothocissus spicifera']
Nothocissus sterculiifolia	not assigned	['Cissus sterculifolia', 'Cissus sterculiifolia']
Nothofagus aequilateralis	not assigned	['Nothofagus aequilateralis']
Nothofagus alessandrii	not assigned	['Nothofagus alessandri', 'Nothofagus alessandrii']
Nothofagus alpina	not assigned	['Nothofagus alpina', 'Nothofagus nervosa', 'Nothofagus procera']
Nothofagus antarctica	woody	['Nothofagus antarctica']
Nothofagus balansae	not assigned	['Nothofagus balansae']
Nothofagus betuloides	woody	['Nothofagus betuloides']
Nothofagus brassii	not assigned	['Nothofagus brassi']
Nothofagus carrii	not assigned	['Nothofagus carri']
Nothofagus cliffortioides	not assigned	['Nothofagus cliffortioides']
Nothofagus codonandra	not assigned	['Nothofagus codonandra']
Nothofagus cunninghamii	woody	['Nothofagus cunninghami', 'Nothofagus cunninghamii']
Nothofagus discoidea	not assigned	['Nothofagus discoidea']
Nothofagus dombeyi	woody	['Nothofagus dombeyi']
Nothofagus fusca	woody	['Fagus fusca', 'Nothofagus fusca']
Nothofagus glauca	not assigned	['Nothofagus glauca']
Nothofagus grandis	not assigned	['Nothofagus grandis']
Nothofagus gunnii	not assigned	['Nothofagus gunnii']
Nothofagus leoni	not assigned	['Nothofagus leoni']
Nothofagus menziesii	woody	['Nothofagus menziesii']
Nothofagus moorei	not assigned	['Nothofagus moorei']
Nothofagus nitida	woody	['Nothofagus nitida']
Nothofagus obliqua	woody	['Nothofagus obliqua']
Nothofagus perryi	not assigned	['Nothofagus perryi']
Nothofagus pseudoresinosa	not assigned	['Nothofagus pseudoresinosa']
Nothofagus pullei	not assigned	['Nothofagus pullei']
Nothofagus pumilio	woody	['Nothofagus pumilio']
Nothofagus resinosa	not assigned	['Nothofagus resinosa']
Nothofagus rubra	not assigned	['Nothofagus rubra']
Nothofagus solanderi	not assigned	['Nothofagus solanderi']
Nothofagus solandri	woody	['Fagus solandri', 'Nothofagus solandri']
Nothofagus species	not assigned	['Nothofagus\xa0brassospora']
Nothofagus truncata	woody	['Nothofagus truncata']
Notholirion macrophyllum	not assigned	['Notholirion macrophyllum']
Notholithocarpus densiflorus	woody	['Lithocarpus densiflora', 'Lithocarpus densiflorus']
Nothomyrcia fernandeziana	not assigned	['Myrceugenia fernandeziana']
Nothopegia beddomei	not assigned	['Nothopegia beddomei']
Nothopegia colebrookiana	woody	['Nothopegia colebrookiana']
Nothosaerva brachiata	herbaceous	['Nothosaerva brachiata']
Nothoscordum bivalve	herbaceous	['Nothoscordum bivalve', 'Nothoscordum texanum']
Nothoscordum bonariense	herbaceous	['Nothoscordum bonariense']
Nothoscordum gracile	herbaceous	['Nothoscordum gracile']
Nothotsuga longibracteata	woody	['Tsuga longibracteata']
Nothovernonia amblyolepis	herbaceous	['Vernonia amblyolepis']
Nothovernonia purpurea	herbaceous	['Vernonia purpurea']
Noticastrum argenteum	herbaceous	['Noticastrum argenteum']
Noticastrum gnaphalioides	herbaceous	['Noticastrum gnaphalioides']
Noticastrum marginatum	herbaceous	['Noticastrum marginatum']
Notobasis syriaca	herbaceous	['Notobasis syriaca']
Notobubon species	not assigned	['Peucedanum capense']
Notoceras bicorne	not assigned	['Notoceras bicorne']
Notogrammitis billardierei	(fern)	['Grammitis billardierei', 'Grammitis billardieri']
Notogrammitis heterophylla	(fern)	['Ctenopteris heterophylla']
Notopappus prunelloides	herbaceous	['Haplopappus prunelloides']
Notopleura uliginosa	not assigned	['Psychotria uliginosa']
Notopora cardonae	not assigned	['Notopora cardonae']
Notopora schomburgkii	not assigned	['Notopora schomburgkii']
Notothixos subaureus	not assigned	['Notothixos subaureus']
Nototriche caesia	not assigned	['Nototriche caesia']
Nototriche phyllanthos	herbaceous	['Nototriche phyllanthos']
Nototriche pusilla	not assigned	['Nototriche pusilla']
Nototrichium humile	not assigned	['Nototrichium humile']
Nototrichium sandwicense	not assigned	['Nototrichium sandwicense']
Notylia albida	herbaceous	['Notylia albida']
Noveloa coulteriana	not assigned	['Oserya coulteriana']
Nuphar advena	herbaceous	['Nuphar advena']
Nuphar lutea	herbaceous	['Nuphar lutea', 'Nuphar luteum']
Nuphar polysepala	herbaceous	['Nuphar polysepalum']
Nuphar pumila	herbaceous	['Nuphar pumila']
Nuphar rubrodisca	not assigned	['Nymphaea hybrida']
Nuphar spenneriana	herbaceous	['Nuphar intermedium', 'Nuphar spennerianum']
Nuphar variegata	herbaceous	['Nuphar variegata', 'Nuphar variegatum']
Nuttallanthus canadensis	herbaceous	['Linaria canadensis']
Nuttallanthus texanus	not assigned	['Nuttallanthus texanus']
Nuxia capitata	not assigned	['Nuxia capitata']
Nuxia congesta	woody	['Nuxia congesta']
Nuxia coriacea	not assigned	['Nuxia coriacea']
Nuxia floribunda	not assigned	['Nuxia floribunda']
Nuxia gracilis	not assigned	['Nuxia gracilis']
Nuxia involucrata	woody	['Nuxia involucrata']
Nuxia oppositifolia	not assigned	['Nuxia oppositifolia']
Nuxia verticillata	not assigned	['Nuxia verticillata']
Nuytsia floribunda	woody	['Nuytsia floribunda']
Nyctaginaceae species	not assigned	['Boerhavia verticillata']
Nyctanthes arbor-tristis	woody	['Nyctanthes arbor-tristis']
Nymania capensis	not assigned	['Nymania capensis']
Nymphaea alba	herbaceous	['Nymphaea alba']
Nymphaea amazonum	herbaceous	['Nymphaea amazonum']
Nymphaea ampla	not assigned	['Nymphaea ampla']
Nymphaea borealis	not assigned	['Nymphaea borealis']
Nymphaea candida	herbaceous	['Nymphaea candida']
Nymphaea capensis	herbaceous	['Nymphaea capensis']
Nymphaea divaricata	herbaceous	['Nymphaea divaricata']
Nymphaea gigantea	not assigned	['Nymphaea gigantea']
Nymphaea lotus	herbaceous	['Nymphaea lotus']
Nymphaea maculata	herbaceous	['Nymphaea maculata']
Nymphaea mexicana	herbaceous	['Nymphaea mexicana']
Nymphaea nouchali	herbaceous	['Nymphaea colorata', 'Nymphaea nouchali', 'Nymphaea nouchalii', 'Nymphaea petersiana']
Nymphaea odorata	herbaceous	['Nymphaea odorata', 'Nymphaea tuberosa']
Nymphaea ondinea	herbaceous	['Ondinea purpurea']
Nymphaea species	not assigned	['Nymphaea caerulea', 'Nymphaea stellata']
Nymphaea sulphurea	herbaceous	['Nymphaea sulphurea']
Nymphaea tetragona	not assigned	['Nymphaea tetragona']
Nymphoides brevipedicellata	herbaceous	['Nymphoides brevipedicellata']
Nymphoides forbesiana	herbaceous	['Nymphoides forbesiana']
Nymphoides indica	herbaceous	['Nymphoides indica']
Nymphoides milnei	herbaceous	['Nymphoides milnei']
Nymphoides peltata	herbaceous	['Nymphoides nymphaeoides', 'Nymphoides peltata']
Nymphoides rautanenii	herbaceous	['Nymphoides rautanenii']
Nymphoides tenuissima	herbaceous	['Nymphoides tenuissima']
Nymphoides thunbergiana	herbaceous	['Nymphoides thunbergiana']
Nypa fruticans	woody	['Nypa fruticans']
Nyssa aquatica	woody	['Nyssa aquatica']
Nyssa biflora	woody	['Nyssa biflora', 'Nyssa ursina']
Nyssa javanica	woody	['Nyssa javanica']
Nyssa ogeche	woody	['Nyssa ogeche']
Nyssa sessiliflora	woody	['Nyssa sessiliflora']
Nyssa sinensis	woody	['Nyssa sinensis']
Nyssa sylvatica	woody	['Nyssa sylvatica']
Oberonia complanata	herbaceous	['Oberonia complanata']
Oberonia disticha	herbaceous	['Oberonia disticha']
Oberonia titania	herbaceous	['Oberonia titania']
Obetia ficifolia	not assigned	['Obetia ficifolia']
Obetia tenax	woody	['Obetia tenax']
Obolaria virginica	not assigned	['Obolaria virginica']
Obregonia denegrii	not assigned	['Obregonia denegrii']
Ochagavia carnea	herbaceous	['Ochagavia carnea']
Ochagavia litoralis	herbaceous	['Ochagavia litoralis']
Ochanostachys amentacea	woody	['Ochanostachys amentacea']
Ochna afzelii	conflicting (herbaceous vs. woody)	['Ochna afzelii']
Ochna afzelioides	woody	['Ochna afzelioides']
Ochna angustata	woody	['Ochna angustata']
Ochna arborea	woody	['Ochna arborea', 'Ochna oconnorii']
Ochna arenaria	woody	['Brackenridgea arenaria']
Ochna atropurpurea	woody	['Ochna mossambicensis']
Ochna barbosae	woody	['Ochna barbosae']
Ochna beirensis	woody	['Ochna beirensis']
Ochna calodendron	woody	['Ochna calodendron']
Ochna ciliata	not assigned	['Ochna ciliata']
Ochna cinnabarina	woody	['Ochna cinnabarina']
Ochna confusa	woody	['Ochna confusa']
Ochna cyanophylla	woody	['Ochna cyanophylla']
Ochna gambleoides	woody	['Ochna gambleoides']
Ochna glauca	woody	['Ochna glauca']
Ochna hiernii	woody	['Ouratea hiernii']
Ochna holstii	woody	['Ochna holstii']
Ochna inermis	woody	['Ochna inermis']
Ochna integerrima	woody	['Ochna integerrima']
Ochna katangensis	woody	['Ochna katangensis']
Ochna kirkii	woody	['Ochna kirkii']
Ochna leptoclada	woody	['Ochna leptoclada']
Ochna macrocalyx	woody	['Ochna macrocalyx']
Ochna manikensis	woody	['Ochna manikensis']
Ochna mauritiana	not assigned	['Ochna mauritiana']
Ochna multiflora	woody	['Ochna multiflora']
Ochna natalitia	woody	['Ochna natalitia']
Ochna oxyphylla	woody	['Ochna oxyphylla']
Ochna polycarpa	not assigned	['Diporidium polycarpum']
Ochna polyneura	woody	['Ochna polyneura']
Ochna puberula	woody	['Ochna puberula']
Ochna pulchra	woody	['Ochna pulchra']
Ochna pygmaea	woody	['Ochna pygmaea']
Ochna richardsiae	conflicting (herbaceous vs. woody)	['Ochna richardsiae']
Ochna rovumensis	woody	['Ochna rovumensis']
Ochna schweinfurthiana	woody	['Ochna schweinfurthiana']
Ochna serrulata	woody	['Ochna serrulata']
Ochna species	not assigned	['Ochna squarrosa']
Ochna stolzii	woody	['Ochna stolzii']
Ochna thomasiana	not assigned	['Ochna thomasiana']
Ochnaceae species	not assigned	['Ouratea densiflora', 'Ouratea sagotii']
Ochoterenaea colombiana	not assigned	['Ochoterenaea colombiana']
Ochradenus arabicus	herbaceous	['Ochradenus arabicus']
Ochradenus baccatus	herbaceous	['Ochradenus baccatus']
Ochradiscus aucheri	herbaceous	['Ochradenus aucheri']
Ochreinauclea maingayi	not assigned	['Nauclea maingayi', 'Ochreinauclea maingayi']
Ochroma pyramidale	woody	['Ochroma lagopus', 'Ochroma pyramidale', 'Ochroma tomentosa']
Ochrosia acuminata	woody	['Ochrosia acuminata']
Ochrosia borbonica	woody	['Ochrosia borbonica']
Ochrosia ficifolia	woody	['Ochrosia ficifolia']
Ochrosia glomerata	woody	['Ochrosia glomerata']
Ochrosia moorei	woody	['Ochrosia moorei']
Ochrosia oppositifolia	woody	['Ochrosia oppositifolia']
Ochrosia poweri	woody	['Neisosperma poweri']
Ochrosperma citriodorum	not assigned	['Ochrosperma citriodorum']
Ochrosperma lineare	not assigned	['Ochrosperma lineare']
Ochthocharis dicellandroides	conflicting (herbaceous vs. woody)	['Phaeoneuron dicellandroides']
Ochthocosmus barrae	woody	['Ochthocosmus barrae']
Ochthodium aegyptiacum	herbaceous	['Bunias aegyptiaca', 'Ochthodium aegyptiacum']
Ocimum americanum	woody	['Ocimum americanum', 'Ocimum canum']
Ocimum basilicum	not assigned	['Ocimum basilicum']
Ocimum campechianum	not assigned	['Ocimum campechianum']
Ocimum carnosum	not assigned	['Ocimum selloi']
Ocimum forsskalii	not assigned	['Ocimum forskolei']
Ocimum forsskaolii	not assigned	['Ocimum forsskaolii']
Ocimum gratissimum	woody	['Ocimum gratissimum', 'Ocimum viride']
Ocimum kilimandscharicum	not assigned	['Ocimum kilimandscharicum']
Ocimum obovatum	herbaceous	['Becium obovatum', 'Ocimum obovatum']
Ocimum species	not assigned	['Ocimum graveolens']
Ocimum tenuiflorum	not assigned	['Ocimum sanctum']
Oclemena nemoralis	herbaceous	['Aster nemoralis']
Ocotea aciphylla	woody	['Ocotea aciphylla', 'Ocotea costulata', 'Ocotea rhynchophylla']
Ocotea acutifolia	not assigned	['Ocotea acutifolia']
Ocotea amazonica	woody	['Ocotea amazonica']
Ocotea amplifolia	not assigned	['Phoebe amplifolia']
Ocotea argyrophylla	woody	['Ocotea argyrophylla']
Ocotea atirrensis	not assigned	['Ocotea atirrensis', 'Ocotea nicaraguensis']
Ocotea auriculata	not assigned	['Ocotea auriculata']
Ocotea auriculiformis	not assigned	['Ocotea auriculiformis']
Ocotea austinii	not assigned	['Ocotea austinii']
Ocotea benthamiana	not assigned	['Ocotea benthamiana']
Ocotea bernoulliana	not assigned	['Ocotea bernoulliana']
Ocotea bijuga	woody	['Ocotea bijuga']
Ocotea bofo	woody	['Ocotea bofo']
Ocotea brenesii	not assigned	['Ocotea brenesii']
Ocotea brevipes	not assigned	['Ocotea brevipes']
Ocotea bullata	woody	['Ocotea bullata']
Ocotea camphoromoea	not assigned	['Ocotea camphoromoea']
Ocotea canaliculata	woody	['Ocotea canaliculata']
Ocotea catharinensis	woody	['Ocotea catharinensis']
Ocotea cinerea	woody	['Ocotea cinerea']
Ocotea cissiflora	not assigned	['Ocotea cissiflora']
Ocotea comoriensis	not assigned	['Ocotea comoriensis']
Ocotea cujumary	woody	['Ocotea cujumari', 'Ocotea cujumary']
Ocotea cuneifolia	woody	['Ocotea cuneifolia']
Ocotea dispersa	woody	['Ocotea dispersa']
Ocotea duidensis	not assigned	['Ocotea duidensis']
Ocotea effusa	woody	['Ocotea effusa']
Ocotea elegans	not assigned	['Ocotea elegans']
Ocotea endresiana	woody	['Ocotea endresiana']
Ocotea esmeraldana	woody	['Ocotea esmeraldana']
Ocotea fendleri	not assigned	['Ocotea fendleri']
Ocotea floribunda	woody	['Ocotea floribunda', 'Ocotea wachenheimii']
Ocotea gabonensis	not assigned	['Ocotea gabonensis']
Ocotea glaucosericea	not assigned	['Nectandra hypoglauca']
Ocotea glaziovii	not assigned	['Ocotea glaziovii']
Ocotea glomerata	not assigned	['Ocotea glomerata']
Ocotea guianensis	woody	['Ocotea guianensis']
Ocotea hartshorniana	woody	['Ocotea hartshorniana']
Ocotea heydeana	woody	['Nectandra heydeana']
Ocotea humblotii	not assigned	['Ocotea humblotii']
Ocotea insularis	woody	['Aiouea costaricensis', 'Ocotea insularis', 'Ocotea ira']
Ocotea javitensis	woody	['Ocotea javitensis']
Ocotea kenyensis	woody	['Ocotea kenyensis']
Ocotea klotzschiana	not assigned	['Ocotea klotzschiana']
Ocotea lancifolia	not assigned	['Ocotea martiana']
Ocotea leptobotra	woody	['Ocotea caudata', 'Ocotea cernua']
Ocotea leucoxylon	woody	['Ocotea duotincta', 'Ocotea leucoxylon']
Ocotea macrocarpa	not assigned	['Ocotea macrocarpa']
Ocotea macrophylla	woody	['Ocotea helicterifolia']
Ocotea meziana	woody	['Ocotea meziana']
Ocotea minarum	not assigned	['Ocotea minarum']
Ocotea myriantha	not assigned	['Ocotea myriantha']
Ocotea neesiana	not assigned	['Ocotea neesiana']
Ocotea nigra	not assigned	['Ocotea nigra']
Ocotea oblonga	woody	['Ocotea cuprea', 'Ocotea oblonga']
Ocotea olivacea	woody	['Ocotea olivacea']
Ocotea pauciflora	not assigned	['Ocotea pauciflora']
Ocotea percurrens	woody	['Ocotea percurrens']
Ocotea petalanthera	not assigned	['Ocotea petalanthera']
